,word,book_count,book_frequency,show_count,show_frequency
1551,rustle,3.0,0.00011154489682097045,,
1552,expense,3.0,0.00011154489682097045,,
1553,dress,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1554,peering,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1555,filled,3.0,0.00011154489682097045,,
1556,obviously,3.0,0.00011154489682097045,5.0,0.00042643923240938164
1557,supposing,3.0,0.00011154489682097045,,
1558,boys,3.0,0.00011154489682097045,10.0,0.0008528784648187633
1559,royalties,3.0,0.00011154489682097045,,
1560,decision,3.0,0.00011154489682097045,,
1561,russet,3.0,0.00011154489682097045,,
1562,quality,3.0,0.00011154489682097045,,
1563,reasonable,3.0,0.00011154489682097045,,
1564,dr,3.0,0.00011154489682097045,,
1565,draw,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1566,luminous,3.0,0.00011154489682097045,3.0,0.000255863539445629
1567,tangle,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1568,thus,3.0,0.00011154489682097045,,
1569,screamed,3.0,0.00011154489682097045,,
1570,stunted,3.0,0.00011154489682097045,,
1571,accepted,3.0,0.00011154489682097045,,
1572,opposite,3.0,0.00011154489682097045,3.0,0.000255863539445629
1573,subdued,3.0,0.00011154489682097045,,
1574,investigation,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1575,avenue,3.0,0.00011154489682097045,,
1576,wonderful,3.0,0.00011154489682097045,,
1577,eagerness,3.0,0.00011154489682097045,,
1578,dealing,3.0,0.00011154489682097045,,
1579,neolithic,3.0,0.00011154489682097045,,
1580,branches,3.0,0.00011154489682097045,,
1581,vast,3.0,0.00011154489682097045,,
1582,performing,3.0,0.00011154489682097045,,
1583,conceived,3.0,0.00011154489682097045,,
1584,favourite,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1585,effective,3.0,0.00011154489682097045,,
1586,scissors,3.0,0.00011154489682097045,,
1587,stream,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1588,particulars,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1589,building,3.0,0.00011154489682097045,4.0,0.0003411513859275053
1590,beat,3.0,0.00011154489682097045,,
1591,beauties,3.0,0.00011154489682097045,,
1592,glancing,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1593,equally,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1594,moth,3.0,0.00011154489682097045,,
1595,hotels,3.0,0.00011154489682097045,,
1596,playing,3.0,0.00011154489682097045,3.0,0.000255863539445629
1597,knows,3.0,0.00011154489682097045,5.0,0.00042643923240938164
1598,teeth,3.0,0.00011154489682097045,3.0,0.000255863539445629
1599,exposed,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1600,aloud,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1601,block,3.0,0.00011154489682097045,,
1602,command,3.0,0.00011154489682097045,,
1603,record,3.0,0.00011154489682097045,,
1604,clothes,3.0,0.00011154489682097045,,
1605,add,3.0,0.00011154489682097045,,
1606,researches,3.0,0.00011154489682097045,,
1607,brings,3.0,0.00011154489682097045,4.0,0.0003411513859275053
1608,tiptoe,3.0,0.00011154489682097045,,
1609,hid,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1610,speed,3.0,0.00011154489682097045,3.0,0.000255863539445629
1611,glimmered,3.0,0.00011154489682097045,,
1612,tunnel,3.0,0.00011154489682097045,,
1613,credit,3.0,0.00011154489682097045,,
1614,pursued,3.0,0.00011154489682097045,,
1615,perfect,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1616,shut,3.0,0.00011154489682097045,8.0,0.0006823027718550107
1617,obtaining,3.0,0.00011154489682097045,,
1618,setting,3.0,0.00011154489682097045,,
1619,basis,3.0,0.00011154489682097045,,
1620,consequence,3.0,0.00011154489682097045,,
1621,trade,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1622,village,3.0,0.00011154489682097045,5.0,0.00042643923240938164
1623,lighting,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1624,conviction,3.0,0.00011154489682097045,,
1625,excursion,3.0,0.00011154489682097045,,
1626,test,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1627,changed,3.0,0.00011154489682097045,3.0,0.000255863539445629
1628,departed,3.0,0.00011154489682097045,,
1629,cards,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1630,choose,3.0,0.00011154489682097045,,
1631,imagination,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1632,bounding,3.0,0.00011154489682097045,,
1633,described,3.0,0.00011154489682097045,,
1634,descend,3.0,0.00011154489682097045,,
1635,allowed,3.0,0.00011154489682097045,,
1636,built,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1637,apply,3.0,0.00011154489682097045,,
1638,unambitious,3.0,0.00011154489682097045,,
1639,recovered,3.0,0.00011154489682097045,,
1640,eyebrows,3.0,0.00011154489682097045,,
1641,thirty,3.0,0.00011154489682097045,,
1642,derivative,3.0,0.00011154489682097045,,
1643,deliver,3.0,0.00011154489682097045,,
1644,ought,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1645,career,3.0,0.00011154489682097045,,
1646,iron,3.0,0.00011154489682097045,,
1647,composed,3.0,0.00011154489682097045,,
1648,hillside,3.0,0.00011154489682097045,7.0,0.0005970149253731343
1649,energy,3.0,0.00011154489682097045,,
1650,beryl,3.0,0.00011154489682097045,,
1651,capital,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1652,satisfied,3.0,0.00011154489682097045,,
1653,overlooked,3.0,0.00011154489682097045,,
1654,oxford,3.0,0.00011154489682097045,,
1655,chasing,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1656,girl,3.0,0.00011154489682097045,3.0,0.000255863539445629
1657,conclusions,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1658,cheeks,3.0,0.00011154489682097045,,
1659,conceal,3.0,0.00011154489682097045,,
1660,promised,3.0,0.00011154489682097045,,
1661,disease,3.0,0.00011154489682097045,,
1662,indicated,3.0,0.00011154489682097045,,
1663,water,3.0,0.00011154489682097045,4.0,0.0003411513859275053
1664,larger,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1665,method,3.0,0.00011154489682097045,,
1666,proof,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1667,mud,3.0,0.00011154489682097045,,
1668,coffee,3.0,0.00011154489682097045,18.0,0.001535181236673774
1669,longer,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1670,brutal,3.0,0.00011154489682097045,,
1671,defective,3.0,0.00011154489682097045,,
1672,howl,3.0,0.00011154489682097045,4.0,0.0003411513859275053
1673,chamber,3.0,0.00011154489682097045,,
1674,smell,3.0,0.00011154489682097045,,
1675,farm,3.0,0.00011154489682097045,,
1676,thence,3.0,0.00011154489682097045,,
1677,matters,3.0,0.00011154489682097045,,
1678,otherwise,3.0,0.00011154489682097045,,
1679,twelve,3.0,0.00011154489682097045,,
1680,neither,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1681,partly,3.0,0.00011154489682097045,,
1682,feared,3.0,0.00011154489682097045,,
1683,defect,3.0,0.00011154489682097045,,
1684,bread,3.0,0.00011154489682097045,,
1685,critical,3.0,0.00011154489682097045,,
1686,heels,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1687,lifted,3.0,0.00011154489682097045,,
1688,smoking,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1689,accordance,3.0,0.00011154489682097045,,
1690,bear,3.0,0.00011154489682097045,,
1691,rolled,3.0,0.00011154489682097045,,
1692,scandal,3.0,0.00011154489682097045,,
1693,gleam,3.0,0.00011154489682097045,,
1694,flame,3.0,0.00011154489682097045,,
1695,health,3.0,0.00011154489682097045,,
1696,concealed,3.0,0.00011154489682097045,,
1697,misfortune,3.0,0.00011154489682097045,,
1698,changes,3.0,0.00011154489682097045,5.0,0.00042643923240938164
1699,ruddy,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1700,disclaimer,3.0,0.00011154489682097045,,
1701,equipment,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1702,motionless,3.0,0.00011154489682097045,,
1703,footprint,3.0,0.00011154489682097045,,
1704,famous,3.0,0.00011154489682097045,,
1705,crisis,3.0,0.00011154489682097045,,
1706,veins,3.0,0.00011154489682097045,,
1707,collar,3.0,0.00011154489682097045,3.0,0.000255863539445629
1708,desmond,3.0,0.00011154489682097045,,
1709,pathway,3.0,0.00011154489682097045,,
1710,donate,3.0,0.00011154489682097045,,
1711,respectable,3.0,0.00011154489682097045,,
1712,history,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1713,absent,3.0,0.00011154489682097045,,
1714,breach,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1715,occasions,3.0,0.00011154489682097045,,
1716,yell,3.0,0.00011154489682097045,,
1717,reference,3.0,0.00011154489682097045,,
1718,offer,3.0,0.00011154489682097045,,
1719,mighty,3.0,0.00011154489682097045,,
1720,shadowy,3.0,0.00011154489682097045,,
1721,marry,3.0,0.00011154489682097045,,
1722,loved,3.0,0.00011154489682097045,,
1723,hazel,3.0,0.00011154489682097045,,
1724,ancestors,3.0,0.00011154489682097045,,
1725,picked,3.0,0.00011154489682097045,,
1726,piece,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1727,identification,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1728,inhabited,3.0,0.00011154489682097045,,
1729,defiant,3.0,0.00011154489682097045,,
1730,approach,3.0,0.00011154489682097045,4.0,0.0003411513859275053
1731,pointing,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1732,stories,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1733,deception,3.0,0.00011154489682097045,,
1734,unmarried,3.0,0.00011154489682097045,,
1735,unpleasant,3.0,0.00011154489682097045,,
1736,trembling,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1737,cruel,3.0,0.00011154489682097045,,
1738,permitted,3.0,0.00011154489682097045,,
1739,content,3.0,0.00011154489682097045,,
1740,contains,3.0,0.00011154489682097045,,
1741,framed,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1742,usually,3.0,0.00011154489682097045,,
1743,supposed,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1744,determined,3.0,0.00011154489682097045,,
1745,payments,3.0,0.00011154489682097045,,
1746,friendship,3.0,0.00011154489682097045,,
1747,acting,3.0,0.00011154489682097045,,
1748,named,3.0,0.00011154489682097045,,
1749,sea,3.0,0.00011154489682097045,,
1750,handed,3.0,0.00011154489682097045,,
1751,mysterious,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1752,infinite,3.0,0.00011154489682097045,,
1753,title,3.0,0.00011154489682097045,,
1754,third,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1755,morass,3.0,0.00011154489682097045,,
1756,arrest,3.0,0.00011154489682097045,,
1757,immediately,3.0,0.00011154489682097045,4.0,0.0003411513859275053
1758,finished,3.0,0.00011154489682097045,3.0,0.000255863539445629
1759,treatment,3.0,0.00011154489682097045,,
1760,slip,3.0,0.00011154489682097045,,
1761,forehead,3.0,0.00011154489682097045,,
1762,swung,3.0,0.00011154489682097045,,
1763,folded,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1764,newspaper,3.0,0.00011154489682097045,3.0,0.000255863539445629
1765,recent,3.0,0.00011154489682097045,,
1766,simply,3.0,0.00011154489682097045,,
1767,guessed,3.0,0.00011154489682097045,,
1768,rueful,3.0,0.00011154489682097045,,
1769,intent,3.0,0.00011154489682097045,,
1770,fare,3.0,0.00011154489682097045,,
1771,madam,3.0,0.00011154489682097045,,
1772,hearts,3.0,0.00011154489682097045,,
1773,threw,3.0,0.00011154489682097045,,
1774,valley,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1775,imprudent,3.0,0.00011154489682097045,,
1776,swift,3.0,0.00011154489682097045,,
1777,altogether,3.0,0.00011154489682097045,,
1778,clean,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1779,deserved,3.0,0.00011154489682097045,,
1780,horse,3.0,0.00011154489682097045,,
1781,faced,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1782,height,3.0,0.00011154489682097045,,
1783,crazed,3.0,0.00011154489682097045,,
1784,clayton,3.0,0.00011154489682097045,,
1785,jaws,3.0,0.00011154489682097045,,
1786,screaming,3.0,0.00011154489682097045,6.0,0.000511727078891258
1787,year,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1788,limitation,3.0,0.00011154489682097045,,
1789,amusement,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1790,secured,3.0,0.00011154489682097045,,
1791,factor,3.0,0.00011154489682097045,,
1792,english,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1793,employ,3.0,0.00011154489682097045,,
1794,hailed,3.0,0.00011154489682097045,,
1795,warranties,3.0,0.00011154489682097045,,
1796,charities,3.0,0.00011154489682097045,,
1797,frequently,3.0,0.00011154489682097045,,
1798,rumours,3.0,0.00011154489682097045,,
1799,communicate,3.0,0.00011154489682097045,,
1800,wrung,3.0,0.00011154489682097045,,
1801,suspect,3.0,0.00011154489682097045,,
1802,liability,3.0,0.00011154489682097045,,
1803,spite,3.0,0.00011154489682097045,,
1804,worse,3.0,0.00011154489682097045,,
1805,wealth,3.0,0.00011154489682097045,,
1806,servants,3.0,0.00011154489682097045,,
1807,interrupted,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1808,schemes,3.0,0.00011154489682097045,,
1809,safety,3.0,0.00011154489682097045,,
1810,drunken,3.0,0.00011154489682097045,,
1811,receipt,3.0,0.00011154489682097045,,
1812,results,3.0,0.00011154489682097045,,
1813,aside,3.0,0.00011154489682097045,5.0,0.00042643923240938164
1814,bundle,3.0,0.00011154489682097045,,
1815,generosity,3.0,0.00011154489682097045,,
1816,shaken,3.0,0.00011154489682097045,,
1817,series,3.0,0.00011154489682097045,,
1818,fury,3.0,0.00011154489682097045,,
1819,clapped,3.0,0.00011154489682097045,,
1820,apparently,3.0,0.00011154489682097045,6.0,0.000511727078891258
1821,restore,3.0,0.00011154489682097045,,
1822,revellers,3.0,0.00011154489682097045,,
1823,guilty,3.0,0.00011154489682097045,,
1824,wise,3.0,0.00011154489682097045,,
1825,preserve,3.0,0.00011154489682097045,,
1826,realised,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1827,applicable,3.0,0.00011154489682097045,,
1828,seven,3.0,0.00011154489682097045,5.0,0.00042643923240938164
1829,continued,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1830,perceive,3.0,0.00011154489682097045,,
1831,surprising,3.0,0.00011154489682097045,,
1832,severe,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1833,demon,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1834,agreed,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1835,spectral,3.0,0.00011154489682097045,,
1836,finds,3.0,0.00011154489682097045,4.0,0.0003411513859275053
1837,curiosity,3.0,0.00011154489682097045,,
1838,outlying,3.0,0.00011154489682097045,,
1839,besides,3.0,0.00011154489682097045,,
1840,statue,3.0,0.00011154489682097045,,
1841,mounted,3.0,0.00011154489682097045,,
1842,johnson,3.0,0.00011154489682097045,,
1843,intention,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1844,diabolical,3.0,0.00011154489682097045,,
1845,effigy,3.0,0.00011154489682097045,,
1846,fernworthy,3.0,0.00011154489682097045,,
1847,quivering,3.0,0.00011154489682097045,,
1848,mischief,3.0,0.00011154489682097045,,
1849,available,3.0,0.00011154489682097045,3.0,0.000255863539445629
1850,campaign,3.0,0.00011154489682097045,,
1851,hedge,3.0,0.00011154489682097045,,
1852,deceived,3.0,0.00011154489682097045,,
1853,complicated,3.0,0.00011154489682097045,,
1854,errand,3.0,0.00011154489682097045,,
1855,fifty,3.0,0.00011154489682097045,3.0,0.000255863539445629
1856,drag,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1857,paragraphs,3.0,0.00011154489682097045,,
1858,bottom,3.0,0.00011154489682097045,5.0,0.00042643923240938164
1859,examination,3.0,0.00011154489682097045,,
1860,discern,3.0,0.00011154489682097045,,
1861,key,3.0,0.00011154489682097045,,
1862,oak,3.0,0.00011154489682097045,,
1863,rigid,3.0,0.00011154489682097045,,
1864,portraits,3.0,0.00011154489682097045,,
1865,suggestive,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1866,portrait,3.0,0.00011154489682097045,,
1867,rights,3.0,0.00011154489682097045,,
1868,original,3.0,0.00011154489682097045,,
1869,sinking,3.0,0.00011154489682097045,,
1870,needed,3.0,0.00011154489682097045,5.0,0.00042643923240938164
1871,abode,3.0,0.00011154489682097045,,
1872,continually,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1873,inconceivable,3.0,0.00011154489682097045,,
1874,recommend,3.0,0.00011154489682097045,,
1875,proceed,3.0,0.00011154489682097045,,
1876,humble,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1877,legal,3.0,0.00011154489682097045,,
1878,barren,3.0,0.00011154489682097045,,
1879,makes,3.0,0.00011154489682097045,5.0,0.00042643923240938164
1880,shaking,3.0,0.00011154489682097045,7.0,0.0005970149253731343
1881,helpless,3.0,0.00011154489682097045,,
1882,waste,3.0,0.00011154489682097045,,
1883,recognize,3.0,0.00011154489682097045,,
1884,flight,3.0,0.00011154489682097045,,
1885,concentration,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1886,turning,3.0,0.00011154489682097045,10.0,0.0008528784648187633
1887,tors,3.0,0.00011154489682097045,,
1888,considered,3.0,0.00011154489682097045,,
1889,sheer,3.0,0.00011154489682097045,,
1890,drawing,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1891,fills,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1892,masterful,3.0,0.00011154489682097045,,
1893,intimacy,3.0,0.00011154489682097045,,
1894,actions,3.0,0.00011154489682097045,,
1895,hot,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1896,registered,3.0,0.00011154489682097045,,
1897,beginning,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1898,match,3.0,0.00011154489682097045,,
1899,craggy,3.0,0.00011154489682097045,,
1900,atrocious,3.0,0.00011154489682097045,,
1901,shared,3.0,0.00011154489682097045,,
1902,race,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1903,earnest,3.0,0.00011154489682097045,,
1904,lightly,3.0,0.00011154489682097045,,
1905,bleak,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1906,monstrous,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1907,lines,3.0,0.00011154489682097045,,
1908,talked,3.0,0.00011154489682097045,,
1909,consult,3.0,0.00011154489682097045,,
1910,user,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1911,conscience,3.0,0.00011154489682097045,,
1912,groom,3.0,0.00011154489682097045,,
1913,eventually,3.0,0.00011154489682097045,4.0,0.0003411513859275053
1914,quoted,3.0,0.00011154489682097045,,
1915,unexpected,3.0,0.00011154489682097045,,
1916,soft,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1917,touched,3.0,0.00011154489682097045,,
1918,somebody,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1919,attendant,3.0,0.00011154489682097045,,
1920,created,3.0,0.00011154489682097045,,
1921,extent,3.0,0.00011154489682097045,,
1922,patience,3.0,0.00011154489682097045,,
1923,movements,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1924,document,3.0,0.00011154489682097045,,
1925,knee,3.0,0.00011154489682097045,,
1926,upward,3.0,0.00011154489682097045,,
1927,curved,3.0,0.00011154489682097045,,
1928,fix,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1929,faded,3.0,0.00011154489682097045,,
1930,bitter,3.0,0.00011154489682097045,,
1931,existence,3.0,0.00011154489682097045,,
1932,runs,3.0,0.00011154489682097045,12.0,0.001023454157782516
1933,pressing,3.0,0.00011154489682097045,,
1934,decided,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1935,worst,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1936,royalty,3.0,0.00011154489682097045,,
1937,compelled,3.0,0.00011154489682097045,,
1938,intentions,3.0,0.00011154489682097045,,
1939,grotesque,3.0,0.00011154489682097045,,
1940,stare,3.0,0.00011154489682097045,2.0,0.00017057569296375266
1941,explanations,3.0,0.00011154489682097045,,
1942,mr,3.0,0.00011154489682097045,21.0,0.001791044776119403
1943,mutual,3.0,0.00011154489682097045,,
1944,gleamed,3.0,0.00011154489682097045,,
1945,kindly,3.0,0.00011154489682097045,,
1946,exact,3.0,0.00011154489682097045,3.0,0.000255863539445629
1947,twenty,3.0,0.00011154489682097045,9.0,0.000767590618336887
1948,damp,3.0,0.00011154489682097045,1.0,8.528784648187633e-05
1949,porch,2.0,7.436326454731363e-05,,
1950,thread,2.0,7.436326454731363e-05,,
1951,contain,2.0,7.436326454731363e-05,,
1952,mullioned,2.0,7.436326454731363e-05,,
1953,based,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1954,double,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1955,establishing,2.0,7.436326454731363e-05,,
1956,rascal,2.0,7.436326454731363e-05,,
1957,succeed,2.0,7.436326454731363e-05,,
1958,federal,2.0,7.436326454731363e-05,,
1959,audacious,2.0,7.436326454731363e-05,,
1960,ascii,2.0,7.436326454731363e-05,,
1961,glowing,2.0,7.436326454731363e-05,9.0,0.000767590618336887
1962,foeman,2.0,7.436326454731363e-05,,
1963,exempt,2.0,7.436326454731363e-05,,
1964,ugly,2.0,7.436326454731363e-05,,
1965,panelling,2.0,7.436326454731363e-05,,
1966,domain,2.0,7.436326454731363e-05,,
1967,pride,2.0,7.436326454731363e-05,,
1968,appointed,2.0,7.436326454731363e-05,,
1969,computer,2.0,7.436326454731363e-05,8.0,0.0006823027718550107
1970,references,2.0,7.436326454731363e-05,,
1971,chimneys,2.0,7.436326454731363e-05,,
1972,vanilla,2.0,7.436326454731363e-05,,
1973,computers,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1974,snap,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1975,projected,2.0,7.436326454731363e-05,,
1976,strength,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1977,lush,2.0,7.436326454731363e-05,,
1978,guineas,2.0,7.436326454731363e-05,,
1979,solicit,2.0,7.436326454731363e-05,,
1980,variety,2.0,7.436326454731363e-05,,
1981,quest,2.0,7.436326454731363e-05,,
1982,rank,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1983,grazed,2.0,7.436326454731363e-05,,
1984,veil,2.0,7.436326454731363e-05,,
1985,circle,2.0,7.436326454731363e-05,2.0,0.00017057569296375266
1986,copied,2.0,7.436326454731363e-05,,
1987,coat,2.0,7.436326454731363e-05,10.0,0.0008528784648187633
1988,fertile,2.0,7.436326454731363e-05,,
1989,email,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1990,contributions,2.0,7.436326454731363e-05,,
1991,damage,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1992,sweet,2.0,7.436326454731363e-05,,
1993,prominently,2.0,7.436326454731363e-05,,
1994,gnarled,2.0,7.436326454731363e-05,,
1995,hushed,2.0,7.436326454731363e-05,,
1996,inches,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1997,delight,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
1998,burrow,2.0,7.436326454731363e-05,,
1999,ancient,2.0,7.436326454731363e-05,3.0,0.000255863539445629
2000,sensitive,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
2001,numerous,2.0,7.436326454731363e-05,,
2002,shorter,2.0,7.436326454731363e-05,,
2003,shivering,2.0,7.436326454731363e-05,,
2004,coats,2.0,7.436326454731363e-05,2.0,0.00017057569296375266
2005,bridge,2.0,7.436326454731363e-05,,
2006,giant,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
2007,granted,2.0,7.436326454731363e-05,,
2008,require,2.0,7.436326454731363e-05,,
2009,awaiting,2.0,7.436326454731363e-05,,
2010,list,2.0,7.436326454731363e-05,,
2011,travelled,2.0,7.436326454731363e-05,,
2012,roaring,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
2013,poised,2.0,7.436326454731363e-05,,
2014,row,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
2015,enthusiasm,2.0,7.436326454731363e-05,,
2016,implied,2.0,7.436326454731363e-05,,
2017,attachment,2.0,7.436326454731363e-05,,
2018,ferns,2.0,7.436326454731363e-05,,
2019,lanes,2.0,7.436326454731363e-05,,
2020,fluttered,2.0,7.436326454731363e-05,,
2021,characteristics,2.0,7.436326454731363e-05,,
2022,park,2.0,7.436326454731363e-05,2.0,0.00017057569296375266
2023,electronically,2.0,7.436326454731363e-05,,
2024,lieu,2.0,7.436326454731363e-05,,
2025,dogs,2.0,7.436326454731363e-05,6.0,0.000511727078891258
2026,cottage,2.0,7.436326454731363e-05,,
2027,intellectual,2.0,7.436326454731363e-05,,
2028,servant,2.0,7.436326454731363e-05,,
2029,waning,2.0,7.436326454731363e-05,,
2030,ruin,2.0,7.436326454731363e-05,,
2031,redistributing,2.0,7.436326454731363e-05,,
2032,hart,2.0,7.436326454731363e-05,,
2033,snapped,2.0,7.436326454731363e-05,,
2034,solemn,2.0,7.436326454731363e-05,,
2035,warders,2.0,7.436326454731363e-05,,
2036,foaming,2.0,7.436326454731363e-05,,
2037,injustice,2.0,7.436326454731363e-05,,
2038,intend,2.0,7.436326454731363e-05,,
2039,painful,2.0,7.436326454731363e-05,,
2040,surroundings,2.0,7.436326454731363e-05,,
2041,widest,2.0,7.436326454731363e-05,,
2042,indirect,2.0,7.436326454731363e-05,,
2043,ghost,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
2044,relations,2.0,7.436326454731363e-05,,
2045,c,2.0,7.436326454731363e-05,,
2046,expressive,2.0,7.436326454731363e-05,,
2047,accent,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
2048,warranty,2.0,7.436326454731363e-05,,
2049,dream,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
2050,persecution,2.0,7.436326454731363e-05,,
2051,peculiar,2.0,7.436326454731363e-05,,
2052,landscape,2.0,7.436326454731363e-05,,
2053,harsh,2.0,7.436326454731363e-05,,
2054,fields,2.0,7.436326454731363e-05,,
2055,arise,2.0,7.436326454731363e-05,,
2056,research,2.0,7.436326454731363e-05,2.0,0.00017057569296375266
2057,promoting,2.0,7.436326454731363e-05,,
2058,specified,2.0,7.436326454731363e-05,,
2059,notting,2.0,7.436326454731363e-05,,
2060,redistribution,2.0,7.436326454731363e-05,,
2061,surround,2.0,7.436326454731363e-05,,
2062,peaceful,2.0,7.436326454731363e-05,,
2063,bravely,2.0,7.436326454731363e-05,,
2064,delicacy,2.0,7.436326454731363e-05,,
2065,concept,2.0,7.436326454731363e-05,,
2066,pane,2.0,7.436326454731363e-05,,
2067,cautiously,2.0,7.436326454731363e-05,3.0,0.000255863539445629
2068,detach,2.0,7.436326454731363e-05,,
2069,beam,2.0,7.436326454731363e-05,4.0,0.0003411513859275053
2070,tiptoed,2.0,7.436326454731363e-05,,
2071,elaborate,2.0,7.436326454731363e-05,,
2072,useful,2.0,7.436326454731363e-05,,
2073,murderous,2.0,7.436326454731363e-05,1.0,8.528784648187633e-05
2074,creak,2.0,7.436326454731363e-05,,
2075,senses,2.0,7.436326454731363e-05,2.0,0.00017057569296375266
2076,schoolmaster,2.0,7.436326454731363e-05,,
2077,upright,2.0,7.436326454731363e-05,,
2078,fortunately,2.0,7.436326454731363e-05,,
2079,chairs,2.0,7.436326454731363e-05,,
2080,vigil,2.0,7.436326454731363e-05,,
2081,congratulate,2.0,7.436326454731363e-05,,
2082,identify,2.0,7.436326454731363e-05,,
